claimant_name,aadhar_number,phone_number,spouse_name,father_mother_Name,address,village,gram_panchayat,tehsil,district,ST_OTFD_Status,family_members_names,family_members_ages,habitation_area,cultivation_area,disputed_lands,patta_lease_grants,rehabilitation_land,displacement_details,forest_village_extent,other_traditional_rights,age_of_claimant,gender,marital_status,household_members,elderly_count_60plus,disability_in_household,primary_livelihood,annual_income,cultivable_land_ownership,house_type,electricity_connection,water_source,toilet_available,school_going_children,highest_education_level,shg_membership
Anita Bai,7.02E+11,9391600194,Mahesh Naidu,Mahesh Das,"House 223, Korku Pada",Sheopur Pada,GP Niwas,Bajag,Barwani,ST,Neha Gaikwad,62,0.6,0.78,Yes,Yes,No,Yes,Yes,No,58,Male,Single,5,0,Yes,Wage Labour,30054,No,Kutcha,Yes,Stream,No,No,Primary,Yes
Meena Rathore,5.47E+11,9487461779,Amit Rathore,Anita Kumar,"House 196, Mandla Pur",Jhabua Kheda,GP Niwas,Niwas,Barwani,ST,Arjun Verma,51,0.63,1.77,Yes,No,Yes,Yes,Yes,Yes,89,Male,Separated,8,1,Yes,NTFP,62911,Yes,Kutcha,Yes,Tap,No,Yes,Graduation,No
Kavita Verma,1.72E+11,7583457481,Pooja Das,Sunita Bai,"House 88, Mandla Pur",Barwani Tola,GP Niwas,Pali,Anuppur,ST,Kavita Naidu,40,0.77,1.69,No,No,Yes,Yes,Yes,Yes,53,Male,Widowed,3,1,Yes,Other,68825,Yes,Semi-Pucca,Yes,Handpump,Yes,Yes,Secondary,No
Ravi Sahu,6.88E+11,6832902519,Arjun Bai,Ramesh Kumar,"House 299, Baiga Chak",Baiga Chak,GP Niwas,Bajag,Barwani,ST,Anita Bai,85,0.93,3,No,Yes,No,Yes,No,Yes,36,Male,Married,9,2,No,Other,59798,Yes,Kutcha,Yes,Stream,No,Yes,Primary,No
Suresh Bhil,6.53E+11,6043337977,Arjun Das,Sunita Kumar,"House 17, Baiga Chak",Jhabua Kheda,GP Bajag,Ghughri,Jhabua,ST,Lakshmi Bai,81,0.45,2.67,Yes,Yes,No,Yes,Yes,Yes,68,Male,Separated,1,1,Yes,Wage Labour,56609,No,Semi-Pucca,Yes,Stream,Yes,No,Graduation,No
Ramesh Singh,3.54E+11,7016347069,Vikas Kumar,Anita Bhil,"House 211, Sheopur Pada",Bhilapur,GP Niwas,Bajag,Alirajpur,ST,Anita Verma,65,0.36,1.9,Yes,No,No,No,No,No,71,Other,Widowed,5,2,No,NTFP,88715,Yes,Semi-Pucca,No,Handpump,No,Yes,Upper Primary,No
Anita Verma,2.21E+11,8959907769,Kavita Das,Pooja Rathore,"House 232, Jhabua Kheda",Sheopur Pada,GP Pati,Jobat,Sheopur,ST,Suresh Yadav,28,0.5,2.61,No,Yes,Yes,No,No,Yes,46,Male,Widowed,8,2,No,Other,111647,Yes,Semi-Pucca,Yes,Stream,No,Yes,Graduation,No
Anita Sahu,1.43E+11,9765969173,Anita Yadav,Vikas Gond,"House 183, Barwani Tola",Sheopur Pada,GP Niwas,Bajag,Dindori,ST,Anita Singh,54,0.9,1.05,Yes,Yes,Yes,No,No,No,84,Male,Widowed,2,2,Yes,NTFP,108239,No,Pucca,Yes,None,Yes,Yes,Primary,No
Amit Gaikwad,3.46E+11,9519801282,Anita Biswas,Ramesh Naidu,"House 162, Barwani Tola",Mandla Pur,GP Pati,Jobat,Anuppur,ST,Meena Sahu,2,0.98,0.93,Yes,No,No,Yes,No,No,25,Other,Separated,6,1,Yes,Other,124629,No,Semi-Pucca,Yes,Stream,No,No,Graduation,Yes
Pooja Singh,9.07E+11,8652655064,Kavita Gond,Neha Sahu,"House 70, Jhabua Kheda",Bhilapur,GP Jobat,Ghughri,Alirajpur,OTFD,Anita Gond,81,0.97,0.96,Yes,No,No,No,No,Yes,78,Female,Separated,3,0,No,NTFP,123488,Yes,Semi-Pucca,No,Stream,Yes,Yes,Higher Secondary,Yes
Arjun Naidu,1.89E+11,6691219177,Sunita Rathore,Arjun Gond,"House 60, Gondwadi",Alirajpur Falia,GP Pushparajgarh,Sendhwa,Anuppur,ST,Lakshmi Nayak,14,0.24,0.12,Yes,No,No,No,Yes,Yes,73,Male,Single,9,0,Yes,Wage Labour,27239,Yes,Pucca,Yes,Stream,Yes,Yes,Secondary,No
Lakshmi Gaikwad,9.70E+11,6778453383,Vikas Bai,Anita Nayak,"House 179, Jhabua Kheda",Mandla Pur,GP Niwas,Pali,Anuppur,ST,Neha Bhil,14,0.5,2.76,Yes,No,No,No,No,No,24,Male,Single,7,1,No,Other,93260,Yes,Pucca,No,Handpump,No,Yes,Upper Primary,No
Lakshmi Naidu,2.43E+11,9157590984,Mahesh Kumar,Pooja Bhil,"House 77, Bhilapur",Alirajpur Falia,GP Pati,Sendhwa,Sheopur,ST,Lakshmi Sahu,44,0.27,3.94,No,No,Yes,No,No,Yes,85,Male,Widowed,9,2,Yes,NTFP,116290,No,Pucca,Yes,Stream,No,No,Upper Primary,No
Arjun Verma,9.01E+11,8428971150,Ramesh Verma,Meena Naidu,"House 35, Sheopur Pada",Baiga Chak,GP Jobat,Sendhwa,Jhabua,ST,Lakshmi Verma,82,0.37,1.24,No,No,No,Yes,Yes,Yes,38,Other,Single,6,1,No,Agriculture,103173,Yes,Semi-Pucca,Yes,Tap,No,Yes,Graduation,No
Mahesh Rathore,9.56E+11,6927011871,Meena Kumar,Lakshmi Nayak,"House 16, Barwani Tola",Barwani Tola,GP Pushparajgarh,Pali,Mandla,ST,Kavita Gaikwad,40,0.04,3.72,No,Yes,No,No,Yes,No,62,Male,Widowed,9,1,No,Other,77053,Yes,Kutcha,Yes,Stream,Yes,No,Secondary,Yes
Arjun Nayak,4.39E+11,8737203380,Lakshmi Naidu,Kavita Das,"House 294, Dindori Gaon",Korku Pada,GP Ghughri,Jobat,Alirajpur,ST,Kavita Bhil,34,0.17,2.43,Yes,Yes,No,No,Yes,No,29,Other,Widowed,2,2,No,Other,49728,Yes,Semi-Pucca,Yes,None,Yes,No,Higher Secondary,Yes
Sunita Kumar,9.05E+11,9636308546,Amit Bai,Neha Biswas,"House 171, Alirajpur Falia",Korku Pada,GP Niwas,Bajag,Sheopur,ST,Pooja Sahu,65,0.4,0.9,No,No,No,No,No,No,24,Male,Separated,2,2,Yes,Other,86965,Yes,Kutcha,Yes,None,No,Yes,Primary,No
Arjun Bai,4.77E+11,9175775747,Meena Biswas,Anita Das,"House 32, Mandla Pur",Mandla Pur,GP Bajag,Niwas,Umaria,ST,Amit Singh,18,0.37,0.05,Yes,No,Yes,No,No,Yes,62,Female,Married,4,1,Yes,Other,84346,Yes,Semi-Pucca,Yes,Stream,No,No,Secondary,No
Anita Kumar,7.87E+11,7781263133,Lakshmi Bhil,Pooja Biswas,"House 263, Baiga Chak",Bhilapur,GP Bajag,Jobat,Anuppur,ST,Ravi Verma,34,0.29,2.89,Yes,Yes,Yes,Yes,Yes,No,52,Other,Separated,5,2,Yes,Other,58855,Yes,Kutcha,No,Stream,Yes,Yes,Upper Primary,No
Ravi Sahu,9.27E+11,6777605388,Ravi Naidu,Anita Biswas,"House 215, Baiga Chak",Gondwadi,GP Ghughri,Bajag,Umaria,ST,Ramesh Gaikwad,87,0.24,2.79,No,Yes,Yes,No,Yes,Yes,57,Female,Single,9,1,No,Agriculture,23757,Yes,Pucca,Yes,Handpump,No,Yes,Primary,Yes
Amit Singh,5.30E+11,6155274475,Lakshmi Gond,Pooja Yadav,"House 46, Alirajpur Falia",Bhilapur,GP Bajag,Pali,Anuppur,ST,Kavita Sahu,49,0.75,0.92,Yes,No,Yes,Yes,No,Yes,28,Other,Single,2,0,No,NTFP,77109,No,Semi-Pucca,No,None,Yes,No,None,No
Suresh Yadav,4.27E+11,7380493864,Amit Biswas,Arjun Singh,"House 189, Barwani Tola",Alirajpur Falia,GP Bajag,Pali,Anuppur,ST,Meena Rathore,80,0.3,1.33,No,No,No,Yes,No,Yes,59,Other,Widowed,8,0,No,Agriculture,127526,Yes,Kutcha,Yes,Tap,Yes,No,None,No
Ravi Verma,2.83E+11,8743364216,Neha Das,Neha Singh,"House 274, Gondwadi",Alirajpur Falia,GP Niwas,Pati,Mandla,ST,Ramesh Gaikwad,83,0.71,3.59,No,Yes,No,No,Yes,No,19,Other,Widowed,5,2,No,Wage Labour,143069,No,Kutcha,Yes,Handpump,Yes,Yes,Upper Primary,Yes
Neha Biswas,5.67E+11,9279427565,Arjun Sahu,Suresh Sahu,"House 71, Gondwadi",Alirajpur Falia,GP Jobat,Pati,Sheopur,ST,Ramesh Singh,55,0.37,0.63,Yes,No,Yes,Yes,No,Yes,51,Other,Single,9,2,Yes,Agriculture,123594,Yes,Semi-Pucca,No,Stream,No,Yes,None,Yes
Vikas Bai,7.49E+11,9638038802,Ramesh Gond,Suresh Kumar,"House 296, Bhilapur",Korku Pada,GP Pati,Pali,Anuppur,ST,Lakshmi Kumar,62,0.8,3.34,No,No,No,Yes,Yes,Yes,71,Female,Married,5,0,Yes,Other,145150,Yes,Semi-Pucca,Yes,None,No,Yes,Secondary,No
Neha Singh,7.49E+11,8319564591,Kavita Bai,Ravi Nayak,"House 88, Sheopur Pada",Gondwadi,GP Jobat,Bajag,Sheopur,ST,Suresh Biswas,70,0.18,0.68,No,No,Yes,No,Yes,No,68,Male,Single,2,2,Yes,Wage Labour,54041,Yes,Semi-Pucca,Yes,Handpump,No,Yes,Higher Secondary,No
Neha Gaikwad,6.69E+11,7185996885,Pooja Naidu,Neha Verma,"House 261, Jhabua Kheda",Alirajpur Falia,GP Bajag,Ghughri,Anuppur,ST,Mahesh Gaikwad,24,0.17,1.93,Yes,Yes,No,No,Yes,Yes,49,Female,Widowed,8,0,No,NTFP,41600,Yes,Pucca,Yes,Tap,Yes,Yes,Graduation,Yes
Pooja Bhil,1.88E+11,7779305534,Ravi Bai,Meena Gaikwad,"House 182, Sheopur Pada",Gondwadi,GP Pati,Jobat,Umaria,ST,Ramesh Bhil,81,0.68,2,Yes,No,Yes,Yes,No,No,29,Male,Separated,1,2,No,Agriculture,65935,Yes,Kutcha,No,Handpump,Yes,Yes,Upper Primary,No
Arjun Bai,3.47E+11,7058779539,Sunita Yadav,Vikas Gaikwad,"House 22, Mandla Pur",Jhabua Kheda,GP Bajag,Jobat,Anuppur,ST,Meena Gaikwad,48,0.92,1.89,Yes,No,Yes,No,Yes,No,30,Female,Married,3,0,Yes,Wage Labour,90069,Yes,Semi-Pucca,Yes,Tap,Yes,Yes,Higher Secondary,No
Meena Singh,5.72E+11,8420714788,Ravi Yadav,Sunita Bhil,"House 74, Gondwadi",Bhilapur,GP Jobat,Pali,Barwani,ST,Sunita Naidu,80,0.15,1.15,No,Yes,No,No,Yes,No,47,Female,Separated,4,0,No,Wage Labour,105766,No,Semi-Pucca,No,Handpump,No,No,None,Yes
Anita Nayak,6.97E+11,8500192253,Amit Naidu,Suresh Nayak,"House 90, Bhilapur",Bhilapur,GP Ghughri,Ghughri,Mandla,ST,Neha Gond,39,0.08,1.01,No,No,No,No,Yes,No,88,Other,Separated,7,2,Yes,Other,52846,Yes,Kutcha,Yes,Handpump,Yes,Yes,Primary,No
Anita Sahu,7.14E+11,9486155806,Mahesh Naidu,Pooja Nayak,"House 166, Mandla Pur",Alirajpur Falia,GP Bajag,Niwas,Sheopur,ST,Meena Bai,48,0.94,2.93,No,Yes,No,No,No,Yes,62,Other,Separated,3,1,No,NTFP,64522,Yes,Kutcha,Yes,None,Yes,Yes,Graduation,Yes
Ravi Sahu,6.79E+11,9723193673,Arjun Bai,Kavita Kumar,"House 234, Mandla Pur",Alirajpur Falia,GP Bajag,Bajag,Umaria,ST,Vikas Bhil,70,0.13,1.1,No,Yes,Yes,Yes,Yes,No,87,Other,Single,1,0,Yes,Agriculture,94678,No,Kutcha,Yes,Tap,No,No,Graduation,Yes
Ramesh Kumar,2.17E+11,9206303377,Anita Bhil,Ramesh Verma,"House 129, Bhilapur",Sheopur Pada,GP Pati,Bajag,Anuppur,OTFD,Sunita Naidu,80,0.26,2.44,Yes,Yes,Yes,No,No,Yes,63,Female,Separated,4,0,Yes,Other,101795,Yes,Semi-Pucca,Yes,None,No,No,Upper Primary,No
Vikas Nayak,1.20E+11,8405005158,Vikas Bhil,Suresh Sahu,"House 292, Bhilapur",Gondwadi,GP Bajag,Ghughri,Dindori,ST,Mahesh Gaikwad,9,0.93,3.39,Yes,No,Yes,Yes,Yes,Yes,49,Other,Separated,8,2,No,Wage Labour,36499,No,Pucca,Yes,Handpump,Yes,No,Graduation,Yes
Anita Bai,5.03E+11,8900626029,Arjun Sahu,Amit Gond,"House 95, Baiga Chak",Baiga Chak,GP Pushparajgarh,Ghughri,Jhabua,OTFD,Meena Kumar,29,0.8,3.35,No,Yes,Yes,No,Yes,No,53,Other,Widowed,2,2,No,Wage Labour,33386,Yes,Semi-Pucca,Yes,None,Yes,Yes,Graduation,No
Amit Biswas,5.08E+11,8711798035,Vikas Biswas,Meena Gond,"House 28, Mandla Pur",Alirajpur Falia,GP Ghughri,Ghughri,Umaria,ST,Anita Rathore,68,0.35,0.67,No,Yes,No,Yes,No,Yes,47,Female,Separated,7,1,Yes,Agriculture,145206,No,Kutcha,Yes,Stream,No,No,Graduation,No
Arjun Yadav,3.72E+11,8357673681,Meena Singh,Neha Naidu,"House 35, Bhilapur",Dindori Gaon,GP Pati,Jobat,Alirajpur,ST,Ramesh Gond,60,0.95,2.62,Yes,No,Yes,No,Yes,No,20,Female,Separated,2,0,No,Other,62408,Yes,Pucca,Yes,Handpump,Yes,Yes,None,Yes
Ramesh Das,2.59E+11,7039807114,Anita Sahu,Lakshmi Gaikwad,"House 231, Jhabua Kheda",Gondwadi,GP Pati,Sendhwa,Mandla,ST,Mahesh Das,26,0.57,2.41,No,Yes,Yes,No,Yes,No,54,Male,Widowed,1,0,Yes,NTFP,146278,No,Semi-Pucca,Yes,Handpump,Yes,Yes,Graduation,No
Anita Biswas,7.57E+11,6015078997,Sunita Biswas,Vikas Naidu,"House 125, Mandla Pur",Alirajpur Falia,GP Bajag,Ghughri,Dindori,ST,Kavita Naidu,38,0.08,1.13,Yes,Yes,Yes,Yes,Yes,No,21,Other,Married,9,1,No,NTFP,59166,No,Kutcha,Yes,Tap,No,No,Higher Secondary,No
Neha Gond,9.32E+11,7857892346,Ravi Rathore,Amit Kumar,"House 79, Alirajpur Falia",Baiga Chak,GP Niwas,Pali,Barwani,ST,Arjun Gond,62,0.71,1.57,Yes,Yes,Yes,Yes,No,Yes,85,Other,Married,3,0,No,NTFP,20046,Yes,Kutcha,No,None,No,Yes,Primary,No
Kavita Sahu,8.60E+11,6171883051,Kavita Naidu,Vikas Bai,"House 61, Bhilapur",Baiga Chak,GP Bajag,Ghughri,Sheopur,OTFD,Lakshmi Gaikwad,26,0.54,1.14,Yes,No,Yes,Yes,Yes,No,60,Other,Widowed,6,0,No,Agriculture,25176,Yes,Semi-Pucca,Yes,Handpump,Yes,Yes,Higher Secondary,No
Ravi Nayak,3.07E+11,7096787025,Amit Kumar,Neha Kumar,"House 217, Gondwadi",Sheopur Pada,GP Bajag,Niwas,Alirajpur,ST,Kavita Naidu,14,0.58,2.15,No,Yes,Yes,No,Yes,Yes,24,Male,Single,2,2,Yes,Wage Labour,38220,Yes,Semi-Pucca,Yes,Stream,No,Yes,Primary,No
Ramesh Naidu,6.38E+11,6862649407,Pooja Kumar,Mahesh Biswas,"House 282, Dindori Gaon",Sheopur Pada,GP Ghughri,Pali,Anuppur,ST,Meena Singh,49,0.99,3.21,Yes,No,Yes,Yes,Yes,No,60,Other,Single,9,0,Yes,Agriculture,113659,No,Kutcha,Yes,None,No,Yes,None,No
Suresh Verma,4.31E+11,9798546297,Ramesh Naidu,Anita Gaikwad,"House 163, Jhabua Kheda",Dindori Gaon,GP Ghughri,Sendhwa,Barwani,ST,Vikas Sahu,43,0.16,3.51,No,Yes,No,Yes,No,Yes,54,Female,Married,2,1,No,Other,63201,No,Semi-Pucca,Yes,Stream,No,No,Higher Secondary,Yes
Mahesh Das,8.26E+11,6798900129,Ramesh Biswas,Neha Gaikwad,"House 57, Alirajpur Falia",Jhabua Kheda,GP Bajag,Bajag,Barwani,ST,Ravi Verma,88,0.66,2.89,Yes,No,No,No,Yes,Yes,83,Male,Married,5,1,No,Agriculture,130012,Yes,Pucca,No,Stream,Yes,Yes,None,Yes
Lakshmi Gaikwad,6.22E+11,6483417942,Ramesh Naidu,Anita Naidu,"House 191, Barwani Tola",Gondwadi,GP Pati,Sendhwa,Sheopur,OTFD,Pooja Gond,8,0.46,1.93,No,No,Yes,No,No,No,63,Male,Separated,5,0,No,Agriculture,31024,No,Pucca,Yes,Handpump,Yes,No,Upper Primary,No
Meena Verma,9.16E+11,7094180672,Ramesh Das,Mahesh Bhil,"House 132, Korku Pada",Barwani Tola,GP Jobat,Pali,Jhabua,ST,Neha Bai,40,0.28,3.83,Yes,Yes,No,Yes,No,Yes,86,Female,Separated,6,1,No,Agriculture,137143,No,Kutcha,Yes,Tap,Yes,No,Graduation,No
Arjun Yadav,5.87E+11,8919463478,Ramesh Das,Neha Rathore,"House 42, Sheopur Pada",Alirajpur Falia,GP Bajag,Ghughri,Anuppur,ST,Ravi Das,25,0.7,2.26,No,No,No,Yes,Yes,No,20,Other,Single,5,2,No,Other,90958,No,Kutcha,Yes,Tap,Yes,Yes,Primary,Yes
Vikas Yadav,7.36E+11,7309684297,Anita Verma,Vikas Kumar,"House 173, Alirajpur Falia",Jhabua Kheda,GP Pushparajgarh,Pali,Mandla,ST,Amit Singh,63,0.67,1.91,No,No,Yes,Yes,Yes,Yes,52,Other,Single,8,1,No,NTFP,96460,Yes,Pucca,Yes,Tap,Yes,No,None,No
Pooja Nayak,6.99E+11,7117907828,Lakshmi Biswas,Vikas Biswas,"House 167, Gondwadi",Alirajpur Falia,GP Pushparajgarh,Pati,Sheopur,ST,Meena Singh,4,0.86,3.43,Yes,No,No,No,Yes,Yes,32,Female,Separated,9,2,No,Wage Labour,96218,No,Pucca,Yes,Tap,Yes,No,Higher Secondary,No
Amit Gaikwad,6.05E+11,7546469504,Mahesh Kumar,Ravi Biswas,"House 250, Mandla Pur",Baiga Chak,GP Ghughri,Ghughri,Jhabua,ST,Mahesh Nayak,15,0.88,0.74,Yes,No,No,Yes,Yes,No,44,Female,Widowed,9,0,No,Other,46207,Yes,Pucca,Yes,Handpump,Yes,No,Primary,No
Sunita Das,8.77E+11,8042589439,Ramesh Gaikwad,Vikas Bai,"House 193, Baiga Chak",Barwani Tola,GP Pati,Ghughri,Mandla,ST,Amit Sahu,16,0.57,0.63,Yes,Yes,No,No,Yes,No,86,Other,Separated,7,0,No,Agriculture,25666,Yes,Semi-Pucca,No,Handpump,No,No,None,Yes
Suresh Verma,5.06E+11,7806195621,Amit Gond,Anita Nayak,"House 278, Jhabua Kheda",Jhabua Kheda,GP Pushparajgarh,Sendhwa,Umaria,ST,Neha Singh,54,0.33,3.13,Yes,Yes,No,No,No,Yes,70,Female,Widowed,2,1,No,NTFP,33435,Yes,Semi-Pucca,Yes,Stream,Yes,No,None,Yes
Sunita Sahu,2.36E+11,7285968102,Amit Verma,Sunita Kumar,"House 238, Jhabua Kheda",Korku Pada,GP Bajag,Jobat,Barwani,ST,Neha Kumar,11,0.53,3.48,Yes,Yes,Yes,No,No,Yes,84,Female,Single,3,1,No,Agriculture,101533,Yes,Semi-Pucca,Yes,Handpump,Yes,No,None,No
Meena Nayak,6.29E+11,6424627696,Lakshmi Gaikwad,Suresh Biswas,"House 230, Gondwadi",Jhabua Kheda,GP Niwas,Ghughri,Umaria,ST,Amit Yadav,28,0.37,0.29,No,No,Yes,Yes,Yes,No,56,Other,Separated,5,1,No,Agriculture,29280,Yes,Pucca,Yes,Handpump,Yes,Yes,Primary,Yes
Ravi Naidu,1.43E+11,7388328072,Suresh Das,Neha Bai,"House 165, Bhilapur",Barwani Tola,GP Bajag,Jobat,Barwani,ST,Mahesh Gond,7,0.28,3.06,No,Yes,Yes,No,Yes,Yes,23,Male,Widowed,2,0,No,NTFP,54706,Yes,Kutcha,Yes,Handpump,Yes,No,Higher Secondary,No
Pooja Gond,1.61E+11,6181943134,Vikas Gond,Sunita Naidu,"House 243, Mandla Pur",Bhilapur,GP Niwas,Jobat,Alirajpur,ST,Anita Bai,38,0.56,1.7,No,No,No,No,No,No,31,Female,Widowed,8,2,No,NTFP,65206,No,Semi-Pucca,Yes,None,No,Yes,Upper Primary,Yes
Pooja Kumar,8.20E+11,7118379462,Ramesh Das,Lakshmi Bhil,"House 90, Mandla Pur",Baiga Chak,GP Niwas,Niwas,Sheopur,ST,Mahesh Singh,24,0.66,2.81,No,Yes,Yes,No,Yes,Yes,21,Other,Single,4,1,Yes,Wage Labour,80495,Yes,Kutcha,Yes,Tap,No,No,None,No
Mahesh Kumar,8.82E+11,8894569360,Meena Yadav,Pooja Gond,"House 179, Dindori Gaon",Mandla Pur,GP Jobat,Sendhwa,Umaria,ST,Meena Yadav,68,0.59,0.54,Yes,No,Yes,Yes,Yes,Yes,33,Other,Separated,7,2,No,Wage Labour,31679,Yes,Pucca,No,Handpump,Yes,No,Primary,Yes
Vikas Gaikwad,7.54E+11,9233220962,Suresh Das,Pooja Biswas,"House 58, Sheopur Pada",Mandla Pur,GP Niwas,Ghughri,Jhabua,ST,Ravi Das,37,0.95,3.89,Yes,No,Yes,No,Yes,Yes,24,Other,Separated,5,1,No,NTFP,125979,No,Kutcha,Yes,None,No,No,Upper Primary,Yes
Meena Gaikwad,3.51E+11,8307835503,Mahesh Das,Ramesh Verma,"House 263, Sheopur Pada",Jhabua Kheda,GP Pushparajgarh,Ghughri,Jhabua,ST,Sunita Das,35,0.31,3.53,Yes,Yes,No,No,No,No,44,Male,Single,9,2,No,Agriculture,50120,No,Pucca,Yes,Tap,Yes,Yes,Secondary,No
Sunita Gaikwad,6.30E+11,7570737636,Anita Rathore,Sunita Singh,"House 136, Jhabua Kheda",Baiga Chak,GP Niwas,Pati,Dindori,ST,Ramesh Gond,6,0.38,1.62,Yes,No,Yes,Yes,Yes,Yes,84,Female,Widowed,3,2,No,Wage Labour,76145,No,Pucca,Yes,Handpump,Yes,Yes,Higher Secondary,No
Meena Singh,1.91E+11,7907584819,Amit Kumar,Lakshmi Yadav,"House 238, Barwani Tola",Dindori Gaon,GP Bajag,Pali,Jhabua,ST,Ramesh Yadav,33,0.67,3.57,Yes,No,Yes,No,Yes,No,20,Female,Widowed,4,1,Yes,Wage Labour,116519,Yes,Kutcha,Yes,Handpump,No,Yes,Secondary,No
Amit Biswas,7.78E+11,9119679633,Kavita Bhil,Suresh Rathore,"House 243, Dindori Gaon",Korku Pada,GP Bajag,Jobat,Anuppur,ST,Ravi Gaikwad,81,0.6,3.58,No,Yes,Yes,No,Yes,Yes,49,Male,Married,6,0,No,NTFP,43508,Yes,Pucca,No,Tap,Yes,Yes,Higher Secondary,No
Sunita Verma,2.35E+11,8724898815,Kavita Rathore,Amit Gond,"House 151, Korku Pada",Sheopur Pada,GP Bajag,Pati,Anuppur,ST,Amit Das,54,0.01,1.85,Yes,No,No,Yes,No,No,65,Other,Widowed,7,0,No,Agriculture,37547,No,Semi-Pucca,Yes,Handpump,Yes,Yes,Higher Secondary,No
Sunita Yadav,8.43E+11,7958805438,Ramesh Sahu,Neha Yadav,"House 247, Baiga Chak",Mandla Pur,GP Pushparajgarh,Sendhwa,Anuppur,ST,Ravi Das,14,0.32,3.79,No,No,Yes,No,No,Yes,85,Male,Single,8,0,Yes,Agriculture,123779,Yes,Semi-Pucca,No,Stream,No,No,Primary,Yes
Ramesh Yadav,6.15E+11,9554855968,Mahesh Yadav,Anita Kumar,"House 219, Gondwadi",Alirajpur Falia,GP Jobat,Sendhwa,Jhabua,ST,Vikas Naidu,19,0.26,3.91,No,No,Yes,No,Yes,Yes,27,Male,Widowed,8,1,No,Other,118686,No,Pucca,Yes,Handpump,No,Yes,Upper Primary,No
Mahesh Bhil,2.35E+11,8350403843,Suresh Kumar,Vikas Sahu,"House 9, Mandla Pur",Mandla Pur,GP Niwas,Niwas,Alirajpur,ST,Mahesh Naidu,88,0.84,0.87,Yes,Yes,No,No,No,No,18,Female,Separated,1,1,No,NTFP,112253,Yes,Semi-Pucca,No,None,No,No,Upper Primary,Yes
Arjun Rathore,6.11E+11,7836927062,Lakshmi Bai,Arjun Bai,"House 294, Barwani Tola",Mandla Pur,GP Bajag,Jobat,Jhabua,ST,Mahesh Sahu,11,0.87,0.27,Yes,Yes,Yes,Yes,No,Yes,35,Female,Married,6,2,Yes,Agriculture,80643,Yes,Pucca,Yes,Stream,No,Yes,Upper Primary,No
Anita Nayak,1.76E+11,8333401930,Anita Naidu,Meena Gond,"House 13, Bhilapur",Jhabua Kheda,GP Pushparajgarh,Sendhwa,Dindori,ST,Lakshmi Rathore,71,0.29,1.32,No,Yes,No,Yes,Yes,No,45,Other,Married,1,1,Yes,Agriculture,33040,No,Semi-Pucca,Yes,Handpump,Yes,Yes,None,No
Anita Singh,7.02E+11,8753587123,Pooja Bhil,Lakshmi Singh,"House 263, Baiga Chak",Sheopur Pada,GP Bajag,Niwas,Sheopur,ST,Pooja Naidu,45,0.11,1.96,No,Yes,Yes,No,Yes,Yes,60,Female,Single,1,2,Yes,Other,78659,No,Semi-Pucca,Yes,Tap,Yes,No,Secondary,Yes
Pooja Nayak,7.40E+11,7576521245,Sunita Das,Suresh Verma,"House 225, Jhabua Kheda",Gondwadi,GP Ghughri,Ghughri,Umaria,ST,Mahesh Nayak,60,0.21,0.37,No,Yes,Yes,Yes,Yes,Yes,39,Male,Separated,4,2,Yes,NTFP,51737,Yes,Pucca,Yes,Stream,Yes,Yes,Secondary,No
Mahesh Gaikwad,6.83E+11,9606159751,Ravi Yadav,Amit Rathore,"House 231, Baiga Chak",Gondwadi,GP Jobat,Jobat,Mandla,ST,Suresh Sahu,88,0.18,0.56,Yes,No,No,Yes,No,No,81,Male,Married,9,0,No,Other,115663,Yes,Pucca,Yes,Handpump,No,Yes,Upper Primary,Yes
Pooja Gaikwad,5.45E+11,6891996391,Lakshmi Biswas,Lakshmi Bai,"House 178, Korku Pada",Bhilapur,GP Jobat,Pati,Mandla,ST,Mahesh Sahu,58,0.25,3.89,Yes,No,No,Yes,Yes,No,47,Other,Single,2,2,No,Wage Labour,56338,No,Pucca,Yes,Tap,No,Yes,Upper Primary,Yes
Mahesh Verma,6.76E+11,7829659524,Anita Kumar,Vikas Kumar,"House 247, Sheopur Pada",Barwani Tola,GP Bajag,Bajag,Sheopur,ST,Mahesh Das,88,0.24,2.95,Yes,Yes,No,No,No,No,58,Male,Single,4,1,Yes,Other,47569,No,Semi-Pucca,Yes,Tap,Yes,No,None,Yes
Pooja Bhil,9.69E+11,9916116555,Lakshmi Bhil,Meena Naidu,"House 67, Alirajpur Falia",Gondwadi,GP Bajag,Jobat,Barwani,OTFD,Meena Bai,78,0.49,3.5,No,No,Yes,Yes,Yes,No,56,Male,Separated,6,0,No,Agriculture,83877,Yes,Kutcha,Yes,None,No,Yes,Higher Secondary,No
Neha Das,4.68E+11,8769037758,Mahesh Bai,Amit Kumar,"House 297, Korku Pada",Baiga Chak,GP Ghughri,Niwas,Mandla,ST,Amit Das,24,0.33,3.88,No,Yes,Yes,No,Yes,No,42,Male,Widowed,8,1,Yes,Other,20724,Yes,Semi-Pucca,Yes,Stream,Yes,No,None,No
Pooja Gaikwad,1.93E+11,6750929024,Suresh Verma,Anita Biswas,"House 157, Barwani Tola",Alirajpur Falia,GP Jobat,Sendhwa,Anuppur,ST,Anita Sahu,11,0.56,1.51,No,Yes,No,Yes,No,No,28,Other,Separated,2,1,Yes,Agriculture,99222,Yes,Pucca,Yes,Tap,Yes,No,Graduation,Yes
